0.463227	0.607415	0	0	0.463227	0.607415	0.6	0.6	2.19994	0
0.463227	0.607415	0	0	0.968521	0.40545	0.819984	0.600095	2.19943	0.00228003
0.463227	0.607415	0	0	0.947752	0.636824	1.0399	0.60057	2.19841	0.00759519
0.463227	0.607415	0	0	1.42287	0.264328	1.25971	0.601728	2.19686	0.0159342
0.463227	0.607415	0	0	1.55228	0.653503	1.47934	0.60387	2.19474	0.0272796
0.463227	0.607415	0	0	1.76437	0.481646	1.69875	0.607297	2.19201	0.0416075
0.463227	0.607415	0	0	2.04483	0.628829	1.91786	0.612305	2.18863	0.0588874
0.463227	0.607415	0	0	2.20692	0.520594	2.13661	0.619189	2.18452	0.079082
0.463227	0.607415	0	0	2.3478	0.558867	2.35492	0.628237	2.17963	0.102147
0.463227	0.607415	0	0	2.55749	0.425369	2.57271	0.639735	2.17386	0.128031
0.463227	0.607415	0	0	2.9662	0.713622	2.78989	0.653961	2.16713	0.156675
0.463227	0.607415	0	0	2.96255	0.61317	3.00635	0.67119	2.15934	0.188011
0.463227	0.607415	0	0	3.20975	0.880424	3.22199	0.691687	2.15038	0.221964
0.463227	0.607415	0	0	3.49701	0.634952	3.43667	0.71571	2.14014	0.258449
0.463227	0.607415	0	0	3.75974	0.602488	3.65028	0.743508	2.12852	0.297373
0.463227	0.607415	0	0	3.90394	0.828314	3.86265	0.77532	2.11537	0.338634
0.463227	0.607415	0	0	4.06275	0.925243	4.07364	0.811376	2.10059	0.382119
0.463227	0.607415	0	0	4.44447	0.657287	4.28307	0.851892	2.08405	0.427705
0.463227	0.607415	0	0	4.45696	0.85503	4.49077	0.897072	2.06561	0.475262
0.463227	0.607415	0	0	4.79359	1.04199	4.69652	0.947107	2.04515	0.524645
0.463227	0.607415	0	0	4.92764	0.963212	4.90012	1.00217	2.02255	0.575704
0.463227	0.607415	0	0	4.99666	1.10805	5.10136	1.06243	1.99767	0.628273
0.463227	0.607415	0	0	5.40048	1.18438	5.3	1.12802	1.97041	0.682182
0.463227	0.607415	0	0	5.32907	1.26929	5.49579	1.19906	1.94063	0.737245
0.463227	0.607415	0	0	5.29229	1.20275	5.68847	1.27567	1.90825	0.793271
0.463227	0.607415	0	0	5.87356	1.37899	5.87778	1.35793	1.87314	0.850057
